Opção,Ano,Países,Quantidade(Kg.),Valor (US$)
Espumantes,2010,Estados Unidos,11.387,49.664
Espumantes,2010,França,1.462.949,17.012.302
Espumantes,2010,Geórgia,-,-
Espumantes,2010,Granada,-,-
Espumantes,2010,Grécia,-,-
Espumantes,2010,Hong Kong,-,-
Espumantes,2010,Hungria,-,-
Espumantes,2010,Indonésia,-,-
Espumantes,2010,Irlanda,-,-
Espumantes,2010,Israel,1.224,5.467
Espumantes,2010,Itália,1.079.836,4.703.738
Espumantes,2010,Japão,-,-
Espumantes,2010,Luxemburgo,-,-
Espumantes,2010,México,396,834
Espumantes,2010,Moldávia,-,-
Espumantes,2010,Nova Zelândia,720,6.858
Espumantes,2010,Países Baixos,-,-
Espumantes,2010,Panamá,-,-
Espumantes,2010,Peru,-,-
Espumantes,2010,Portugal,74.184,326.868
Espumantes,2010,Reino Unido,-,-
Espumantes,2010,Romênia,-,-
Espumantes,2010,Suíça,-,-
Espumantes,2010,Tunísia,-,-
Espumantes,2010,Ucrânia,-,-
Espumantes,2010,Uruguai,5.850,19.080
Espumantes,2010,Não consta na tabela,-,-
Espumantes,2010,Não declarados,-,-
Espumantes,2010,Outros,-,-
Espumantes,2010,Total,4.314.253,27.961.112
Espumantes,2011,Africa do Sul,20.213,123.099
Espumantes,2011,Alemanha,810,8.800
Espumantes,2011,Argentina,997.492,3.818.944
Espumantes,2011,Austrália,45,174
Espumantes,2011,Áustria,-,-
Espumantes,2011,Bermudas,-,-
Espumantes,2011,Bahamas,-,-
Espumantes,2011,Bélgica,-,-
Espumantes,2011,Brasil,6.210,52.984
Espumantes,2011,Bulgária,-,-
Espumantes,2011,Canada,-,-
Espumantes,2011,Chile,66.639,248.691
Espumantes,2011,Croácia,-,-
Espumantes,2011,Cuba,-,-
Espumantes,2011,Emirados Árabes Unidos,-,-
Espumantes,2011,Eslovênia,-,-
Espumantes,2011,Espanha,831.585,3.017.324
Espumantes,2011,Estados Unidos,4.553,15.458
Espumantes,2011,França,1.802.575,20.020.633
Espumantes,2011,Geórgia,-,-
Espumantes,2011,Granada,-,-
Espumantes,2011,Grécia,-,-
Espumantes,2011,Hong Kong,-,-
Espumantes,2011,Hungria,-,-
Espumantes,2011,Indonésia,-,-
Espumantes,2011,Irlanda,-,-
Espumantes,2011,Israel,990,11.627
Espumantes,2011,Itália,1.137.610,4.966.429
Espumantes,2011,Japão,-,-
Espumantes,2011,Luxemburgo,-,-
Espumantes,2011,México,-,-
Espumantes,2011,Moldávia,-,-
Espumantes,2011,Nova Zelândia,135,861
Espumantes,2011,Países Baixos,-,-
Espumantes,2011,Panamá,-,-
Espumantes,2011,Peru,-,-
Espumantes,2011,Portugal,53.756,317.547
Espumantes,2011,Reino Unido,-,-
Espumantes,2011,Romênia,-,-
Espumantes,2011,Suíça,-,-
Espumantes,2011,Tunísia,870,2.091
Espumantes,2011,Ucrânia,-,-
Espumantes,2011,Uruguai,135,932
Espumantes,2011,Não consta na tabela,-,-
Espumantes,2011,Não declarados,-,-
Espumantes,2011,Outros,-,-
Espumantes,2011,Total,4.923.618,32.605.594
Espumantes,2012,Africa do Sul,24.954,133.975
Espumantes,2012,Alemanha,1.260,9.975
Espumantes,2012,Argentina,963.574,3.985.004
Espumantes,2012,Austrália,-,-
Espumantes,2012,Áustria,180,1.139
Espumantes,2012,Bermudas,-,-
Espumantes,2012,Bahamas,-,-
Espumantes,2012,Bélgica,-,-
Espumantes,2012,Brasil,60.601,313.190
Espumantes,2012,Bulgária,-,-
Espumantes,2012,Canada,-,-
Espumantes,2012,Chile,137.790,484.791
Espumantes,2012,Croácia,-,-
Espumantes,2012,Cuba,-,-
Espumantes,2012,Emirados Árabes Unidos,-,-
Espumantes,2012,Eslovênia,78,221
Espumantes,2012,Espanha,1.054.367,4.537.094
Espumantes,2012,Estados Unidos,15.461,88.292
Espumantes,2012,França,1.852.431,22.744.192
Espumantes,2012,Geórgia,-,-
Espumantes,2012,Granada,-,-
Espumantes,2012,Grécia,-,-
Espumantes,2012,Hong Kong,2.607,15.170
Espumantes,2012,Hungria,404,1.317
Espumantes,2012,Indonésia,-,-
Espumantes,2012,Irlanda,-,-
Espumantes,2012,Israel,310,6.552
Espumantes,2012,Itália,1.123.066,4.953.550
Espumantes,2012,Japão,-,-
Espumantes,2012,Luxemburgo,252,1.115
Espumantes,2012,México,-,-
Espumantes,2012,Moldávia,-,-
Espumantes,2012,Nova Zelândia,270,3.046
Espumantes,2012,Países Baixos,-,-
Espumantes,2012,Panamá,-,-
Espumantes,2012,Peru,-,-
Espumantes,2012,Portugal,77.260,382.541
Espumantes,2012,Reino Unido,-,-
Espumantes,2012,Romênia,-,-
Espumantes,2012,Suíça,-,-
Espumantes,2012,Tunísia,1.988,4.035
Espumantes,2012,Ucrânia,-,-
Espumantes,2012,Uruguai,87,600
Espumantes,2012,Não consta na tabela,-,-
Espumantes,2012,Não declarados,-,-
Espumantes,2012,Outros,-,-
Espumantes,2012,Total,5.316.940,37.665.799
Espumantes,2013,Africa do Sul,26.985,158.325
Espumantes,2013,Alemanha,1.247,11.745
Espumantes,2013,Argentina,702.963,2.545.215
Espumantes,2013,Austrália,30,419
Espumantes,2013,Áustria,720,6.050
Espumantes,2013,Bermudas,-,-
Espumantes,2013,Bahamas,-,-
Espumantes,2013,Bélgica,-,-
Espumantes,2013,Brasil,10.195,44.337
Espumantes,2013,Bulgária,-,-
Espumantes,2013,Canada,-,-
Espumantes,2013,Chile,123.026,478.646
Espumantes,2013,Croácia,-,-
Espumantes,2013,Cuba,-,-
Espumantes,2013,Emirados Árabes Unidos,-,-
Espumantes,2013,Eslovênia,-,-
Espumantes,2013,Espanha,850.428,3.917.939
Espumantes,2013,Estados Unidos,15.698,50.841
Espumantes,2013,França,1.491.052,22.873.679
Espumantes,2013,Geórgia,-,-
Espumantes,2013,Granada,-,-
Espumantes,2013,Grécia,113,222
Espumantes,2013,Hong Kong,283,1.593
Espumantes,2013,Hungria,1.020,2.984
Espumantes,2013,Indonésia,-,-
Espumantes,2013,Irlanda,-,-
Espumantes,2013,Israel,-,-
Espumantes,2013,Itália,978.230,4.223.637
Espumantes,2013,Japão,-,-
Espumantes,2013,Luxemburgo,-,-
Espumantes,2013,México,-,-
Espumantes,2013,Moldávia,-,-
Espumantes,2013,Nova Zelândia,180,1.950
Espumantes,2013,Países Baixos,-,-
Espumantes,2013,Panamá,-,-
Espumantes,2013,Peru,-,-
Espumantes,2013,Portugal,66.552,331.054
Espumantes,2013,Reino Unido,-,-
Espumantes,2013,Romênia,-,-
Espumantes,2013,Suíça,-,-
Espumantes,2013,Tunísia,800,3.887
Espumantes,2013,Ucrânia,-,-
Espumantes,2013,Uruguai,-,-
Espumantes,2013,Não consta na tabela,-,-
Espumantes,2013,Não declarados,-,-
Espumantes,2013,Outros,-,-
Espumantes,2013,Total,4.269.522,34.652.523
Espumantes,2014,Africa do Sul,18.659,114.275
Espumantes,2014,Alemanha,5.093,34.413
Espumantes,2014,Argentina,807.366,3.221.463
Espumantes,2014,Austrália,-,-
Espumantes,2014,Áustria,698,6.352
Espumantes,2014,Bermudas,-,-
Espumantes,2014,Bahamas,-,-
Espumantes,2014,Bélgica,-,-
Espumantes,2014,Brasil,8.606,37.228
Espumantes,2014,Bulgária,222,546
Espumantes,2014,Canada,-,-
Espumantes,2014,Chile,133.935,599.993
Espumantes,2014,Croácia,-,-
Espumantes,2014,Cuba,-,-
Espumantes,2014,Emirados Árabes Unidos,8,271
Espumantes,2014,Eslovênia,445,2.329
Espumantes,2014,Espanha,925.502,4.519.845
Espumantes,2014,Estados Unidos,27.023,101.802
Espumantes,2014,França,1.230.946,20.831.149
Espumantes,2014,Geórgia,-,-
Espumantes,2014,Granada,-,-
Espumantes,2014,Grécia,329,1.459
Espumantes,2014,Hong Kong,-,-
Espumantes,2014,Hungria,518,1.715
Espumantes,2014,Indonésia,-,-
Espumantes,2014,Irlanda,-,-
Espumantes,2014,Israel,-,-
Espumantes,2014,Itália,1.095.148,4.462.987
Espumantes,2014,Japão,-,-
Espumantes,2014,Luxemburgo,-,-
Espumantes,2014,México,-,-
Espumantes,2014,Moldávia,-,-
Espumantes,2014,Nova Zelândia,450,3.023
Espumantes,2014,Países Baixos,-,-
Espumantes,2014,Panamá,-,-
Espumantes,2014,Peru,305,977
Espumantes,2014,Portugal,60.430,316.889
Espumantes,2014,Reino Unido,-,-
Espumantes,2014,Romênia,743,1.011
Espumantes,2014,Suíça,-,-
Espumantes,2014,Tunísia,-,-
Espumantes,2014,Ucrânia,-,-
Espumantes,2014,Uruguai,1.068,3.310
Espumantes,2014,Não consta na tabela,-,-
Espumantes,2014,Não declarados,-,-
Espumantes,2014,Outros,-,-
Espumantes,2014,Total,4.317.494,34.261.037
Espumantes,2015,Africa do Sul,19.686,96.316
Espumantes,2015,Alemanha,3.647,5.589
Espumantes,2015,Argentina,490.536,1.814.349
Espumantes,2015,Austrália,4.967,15.439
Espumantes,2015,Áustria,-,-
Espumantes,2015,Bermudas,-,-
Espumantes,2015,Bahamas,73,684
Espumantes,2015,Bélgica,-,-
Espumantes,2015,Brasil,6.383,47.936
Espumantes,2015,Bulgária,4,7
Espumantes,2015,Canada,-,-
Espumantes,2015,Chile,236.342,838.250
Espumantes,2015,Croácia,225,483
Espumantes,2015,Cuba,29,243
Espumantes,2015,Emirados Árabes Unidos,104,2.005
Espumantes,2015,Eslovênia,1.058,5.075
Espumantes,2015,Espanha,899.587,4.183.324
Espumantes,2015,Estados Unidos,18.519,85.864
Espumantes,2015,França,1.341.884,21.849.752
Espumantes,2015,Geórgia,-,-
Espumantes,2015,Granada,-,-
Espumantes,2015,Grécia,577,1.574
Espumantes,2015,Hong Kong,-,-
Espumantes,2015,Hungria,-,-
Espumantes,2015,Indonésia,-,-
Espumantes,2015,Irlanda,391,4.062
Espumantes,2015,Israel,-,-
Espumantes,2015,Itália,1.017.420,3.670.403
Espumantes,2015,Japão,-,-
Espumantes,2015,Luxemburgo,-,-
Espumantes,2015,México,1.154,9.334
Espumantes,2015,Moldávia,-,-
Espumantes,2015,Nova Zelândia,135,1.684
Espumantes,2015,Países Baixos,-,-
Espumantes,2015,Panamá,-,-
Espumantes,2015,Peru,-,-
Espumantes,2015,Portugal,59.472,223.379
Espumantes,2015,Reino Unido,467,4.211
Espumantes,2015,Romênia,488,528
Espumantes,2015,Suíça,-,-
Espumantes,2015,Tunísia,-,-
Espumantes,2015,Ucrânia,-,-
Espumantes,2015,Uruguai,1.760,2.832
Espumantes,2015,Não consta na tabela,-,-
Espumantes,2015,Não declarados,-,-
Espumantes,2015,Outros,-,-
Espumantes,2015,Total,4.104.908,32.863.323
Espumantes,2016,Africa do Sul,7.394,50.715
Espumantes,2016,Alemanha,3.420,8.275
Espumantes,2016,Argentina,358.510,1.240.249
Espumantes,2016,Austrália,19.182,32.115
Espumantes,2016,Áustria,-,-
Espumantes,2016,Bermudas,-,-
Espumantes,2016,Bahamas,60,688
Espumantes,2016,Bélgica,-,-
Espumantes,2016,Brasil,1.014,4.936
Espumantes,2016,Bulgária,-,-
Espumantes,2016,Canada,-,-
Espumantes,2016,Chile,117.678,523.242
Espumantes,2016,Croácia,-,-
Espumantes,2016,Cuba,-,-
Espumantes,2016,Emirados Árabes Unidos,2.371,38.954
Espumantes,2016,Eslovênia,2.115,9.486
Espumantes,2016,Espanha,864.154,3.249.876
Espumantes,2016,Estados Unidos,12.343,30.366
Espumantes,2016,França,1.171.383,12.017.375
Espumantes,2016,Geórgia,-,-
Espumantes,2016,Granada,-,-
Espumantes,2016,Grécia,-,-
Espumantes,2016,Hong Kong,-,-
Espumantes,2016,Hungria,1.238,5.927
Espumantes,2016,Indonésia,-,-
Espumantes,2016,Irlanda,-,-
Espumantes,2016,Israel,-,-
Espumantes,2016,Itália,1.089.617,3.467.993
Espumantes,2016,Japão,-,-
Espumantes,2016,Luxemburgo,-,-
Espumantes,2016,México,-,-
Espumantes,2016,Moldávia,-,-
Espumantes,2016,Nova Zelândia,-,-
Espumantes,2016,Países Baixos,-,-
Espumantes,2016,Panamá,-,-
Espumantes,2016,Peru,-,-
Espumantes,2016,Portugal,88.448,321.629
Espumantes,2016,Reino Unido,-,-
Espumantes,2016,Romênia,-,-
Espumantes,2016,Suíça,11,711
Espumantes,2016,Tunísia,-,-
Espumantes,2016,Ucrânia,1.739,2.423
Espumantes,2016,Uruguai,7.880,42.863
Espumantes,2016,Não consta na tabela,-,-
Espumantes,2016,Não declarados,-,-
Espumantes,2016,Outros,-,-
Espumantes,2016,Total,3.748.557,21.047.823
Espumantes,2017,Africa do Sul,4.913,23.919
Espumantes,2017,Alemanha,4.819,37.116
Espumantes,2017,Argentina,661.857,2.249.681
Espumantes,2017,Austrália,19.198,51.731
Espumantes,2017,Áustria,-,-
Espumantes,2017,Bermudas,-,-
Espumantes,2017,Bahamas,519,11.136
Espumantes,2017,Bélgica,923,50.574
Espumantes,2017,Brasil,6.166,180.512
Espumantes,2017,Bulgária,3,716
Espumantes,2017,Canada,-,-
Espumantes,2017,Chile,304.391,1.350.744
Espumantes,2017,Croácia,-,-
Espumantes,2017,Cuba,-,-
Espumantes,2017,Emirados Árabes Unidos,-,-
Espumantes,2017,Eslovênia,2.093,10.110
Espumantes,2017,Espanha,1.493.908,5.592.839
Espumantes,2017,Estados Unidos,8.408,226.792
Espumantes,2017,França,1.778.528,14.966.946
Espumantes,2017,Geórgia,-,-
Espumantes,2017,Granada,-,-
Espumantes,2017,Grécia,156,277
Espumantes,2017,Hong Kong,-,-
Espumantes,2017,Hungria,1.624,6.960
Espumantes,2017,Indonésia,-,-
Espumantes,2017,Irlanda,-,-
Espumantes,2017,Israel,-,-
Espumantes,2017,Itália,3.065.767,5.635.842
Espumantes,2017,Japão,-,-
Espumantes,2017,Luxemburgo,-,-
Espumantes,2017,México,-,-
Espumantes,2017,Moldávia,-,-
Espumantes,2017,Nova Zelândia,-,-
Espumantes,2017,Países Baixos,-,-
Espumantes,2017,Panamá,-,-
Espumantes,2017,Peru,-,-
Espumantes,2017,Portugal,123.786,492.083
Espumantes,2017,Reino Unido,350,2.424
Espumantes,2017,Romênia,-,-
Espumantes,2017,Suíça,-,-
Espumantes,2017,Tunísia,-,-
Espumantes,2017,Ucrânia,-,-
Espumantes,2017,Uruguai,1.080,7.920
Espumantes,2017,Não consta na tabela,-,-
Espumantes,2017,Não declarados,-,-
Espumantes,2017,Outros,-,-
Espumantes,2017,Total,7.478.489,30.898.322
Espumantes,2018,Africa do Sul,15.368,74.800
Espumantes,2018,Alemanha,18.376,82.273
Espumantes,2018,Argentina,706.478,2.462.909
Espumantes,2018,Austrália,57.917,212.199
Espumantes,2018,Áustria,1.228,11.638
Espumantes,2018,Bermudas,-,-
Espumantes,2018,Bahamas,169,2.283
Espumantes,2018,Bélgica,-,-
Espumantes,2018,Brasil,566.215,162.992
Espumantes,2018,Bulgária,-,-
Espumantes,2018,Canada,3.852,109.402
Espumantes,2018,Chile,316.293,1.312.445
Espumantes,2018,Croácia,-,-
Espumantes,2018,Cuba,-,-
Espumantes,2018,Emirados Árabes Unidos,-,-
Espumantes,2018,Eslovênia,1.800,8.860
Espumantes,2018,Espanha,1.515.106,5.707.839
Espumantes,2018,Estados Unidos,26.405,64.081
Espumantes,2018,França,3.637.804,12.678.962
Espumantes,2018,Geórgia,-,-
Espumantes,2018,Granada,-,-
Espumantes,2018,Grécia,-,-
Espumantes,2018,Hong Kong,-,-
Espumantes,2018,Hungria,1.802,5.977
Espumantes,2018,Indonésia,35,271
Espumantes,2018,Irlanda,-,-
Espumantes,2018,Israel,-,-
Espumantes,2018,Itália,2.147.490,5.947.967
Espumantes,2018,Japão,-,-
Espumantes,2018,Luxemburgo,208,1.902
Espumantes,2018,México,95,777
Espumantes,2018,Moldávia,-,-
Espumantes,2018,Nova Zelândia,-,-
Espumantes,2018,Países Baixos,305,10.695
Espumantes,2018,Panamá,15.057,30.546
Espumantes,2018,Peru,-,-
Espumantes,2018,Portugal,128.802,526.987
Espumantes,2018,Reino Unido,3.834,104.831
Espumantes,2018,Romênia,-,-
Espumantes,2018,Suíça,576,4.031
Espumantes,2018,Tunísia,-,-
Espumantes,2018,Ucrânia,-,-
Espumantes,2018,Uruguai,776,5.786
Espumantes,2018,Não consta na tabela,-,-
Espumantes,2018,Não declarados,-,-
Espumantes,2018,Outros,-,-
Espumantes,2018,Total,9.165.991,29.530.453
Espumantes,2019,Africa do Sul,17.583,72.077
Espumantes,2019,Alemanha,26.853,169.989
Espumantes,2019,Argentina,757.716,2.282.614
Espumantes,2019,Austrália,16.701,27.592
Espumantes,2019,Áustria,1.269,11.571
Espumantes,2019,Bermudas,-,-
Espumantes,2019,Bahamas,-,-
Espumantes,2019,Bélgica,-,-
Espumantes,2019,Brasil,15.464,238.268
Espumantes,2019,Bulgária,-,-
Espumantes,2019,Canada,-,-
Espumantes,2019,Chile,233.064,912.613
Espumantes,2019,Croácia,-,-
Espumantes,2019,Cuba,-,-
Espumantes,2019,Emirados Árabes Unidos,-,-
Espumantes,2019,Eslovênia,518,2.539
Espumantes,2019,Espanha,1.440.241,4.463.736
Espumantes,2019,Estados Unidos,13.239,105.197
Espumantes,2019,França,1.610.293,13.991.734
Espumantes,2019,Geórgia,-,-
Espumantes,2019,Granada,-,-
Espumantes,2019,Grécia,230,318
Espumantes,2019,Hong Kong,-,-
Espumantes,2019,Hungria,585,1.379
Espumantes,2019,Indonésia,66,529
Espumantes,2019,Irlanda,-,-
Espumantes,2019,Israel,5.035,17.085
Espumantes,2019,Itália,1.874.314,4.790.173
Espumantes,2019,Japão,-,-
Espumantes,2019,Luxemburgo,518,4.067
Espumantes,2019,México,133,1.104
Espumantes,2019,Moldávia,-,-
Espumantes,2019,Nova Zelândia,72,657
Espumantes,2019,Países Baixos,827,47.027
Espumantes,2019,Panamá,-,-
Espumantes,2019,Peru,-,-
Espumantes,2019,Portugal,144.296,621.259
Espumantes,2019,Reino Unido,1.320,11.869
Espumantes,2019,Romênia,-,-
Espumantes,2019,Suíça,-,-
Espumantes,2019,Tunísia,-,-
Espumantes,2019,Ucrânia,-,-
Espumantes,2019,Uruguai,2.241,22.983
Espumantes,2019,Não consta na tabela,-,-
Espumantes,2019,Não declarados,-,-
Espumantes,2019,Outros,-,-
Espumantes,2019,Total,6.162.578,27.796.380
Espumantes,2020,Africa do Sul,3.574,14.542
Espumantes,2020,Alemanha,21.174,65.359
Espumantes,2020,Argentina,469.547,1.304.986
Espumantes,2020,Austrália,7.426,15.190
Espumantes,2020,Áustria,909,9.399
Espumantes,2020,Bermudas,-,-
Espumantes,2020,Bahamas,-,-
Espumantes,2020,Bélgica,-,-
Espumantes,2020,Brasil,3.491,106.310
Espumantes,2020,Bulgária,-,-
Espumantes,2020,Canada,-,-
Espumantes,2020,Chile,253.225,775.535
Espumantes,2020,Croácia,-,-
Espumantes,2020,Cuba,-,-
Espumantes,2020,Emirados Árabes Unidos,-,-
Espumantes,2020,Eslovênia,68,327
Espumantes,2020,Espanha,1.421.655,3.871.128
Espumantes,2020,Estados Unidos,13.255,31.083
Espumantes,2020,França,1.116.188,8.814.571
Espumantes,2020,Geórgia,-,-
Espumantes,2020,Granada,-,-
Espumantes,2020,Grécia,-,-
Espumantes,2020,Hong Kong,72,5.061
Espumantes,2020,Hungria,765,2.061
Espumantes,2020,Indonésia,-,-
Espumantes,2020,Irlanda,-,-
Espumantes,2020,Israel,296,9.540
Espumantes,2020,Itália,1.524.542,3.544.718
Espumantes,2020,Japão,-,-
Espumantes,2020,Luxemburgo,-,-
Espumantes,2020,México,-,-
Espumantes,2020,Moldávia,-,-
Espumantes,2020,Nova Zelândia,-,-
Espumantes,2020,Países Baixos,3.412,151.690
Espumantes,2020,Panamá,-,-
Espumantes,2020,Peru,-,-
Espumantes,2020,Portugal,102.324,324.099
Espumantes,2020,Reino Unido,2.309,17.975
Espumantes,2020,Romênia,-,-
Espumantes,2020,Suíça,481,15.222
Espumantes,2020,Tunísia,-,-
Espumantes,2020,Ucrânia,-,-
Espumantes,2020,Uruguai,2.908,18.124
Espumantes,2020,Não consta na tabela,-,-
Espumantes,2020,Não declarados,-,-
Espumantes,2020,Outros,-,-
Espumantes,2020,Total,4.947.621,19.096.920
Espumantes,2021,Africa do Sul,6.980,36.677
Espumantes,2021,Alemanha,19.977,46.237
Espumantes,2021,Argentina,723.847,2.211.657
Espumantes,2021,Austrália,8.062,26.208
Espumantes,2021,Áustria,90,1.434
Espumantes,2021,Bermudas,70,611
Espumantes,2021,Bahamas,-,-
Espumantes,2021,Bélgica,-,-
Espumantes,2021,Brasil,548,3.488
Espumantes,2021,Bulgária,-,-
Espumantes,2021,Canada,-,-
Espumantes,2021,Chile,232.948,686.466
Espumantes,2021,Croácia,-,-
Espumantes,2021,Cuba,-,-
Espumantes,2021,Emirados Árabes Unidos,-,-
Espumantes,2021,Eslovênia,450,2.426
Espumantes,2021,Espanha,2.016.806,5.732.174
Espumantes,2021,Estados Unidos,143,2.173
Espumantes,2021,França,1.134.059,12.590.570
Espumantes,2021,Geórgia,-,-
Espumantes,2021,Granada,-,-
Espumantes,2021,Grécia,92,422
Espumantes,2021,Hong Kong,-,-
Espumantes,2021,Hungria,1.142,2.471
Espumantes,2021,Indonésia,-,-
Espumantes,2021,Irlanda,-,-
Espumantes,2021,Israel,-,-
Espumantes,2021,Itália,1.093.108,3.142.129
Espumantes,2021,Japão,-,-
Espumantes,2021,Luxemburgo,-,-
Espumantes,2021,México,-,-
Espumantes,2021,Moldávia,-,-
Espumantes,2021,Nova Zelândia,-,-
Espumantes,2021,Países Baixos,-,-
Espumantes,2021,Panamá,-,-
Espumantes,2021,Peru,-,-
Espumantes,2021,Portugal,65.238,277.677
Espumantes,2021,Reino Unido,254,3.016
Espumantes,2021,Romênia,432,2.271
Espumantes,2021,Suíça,66,376
Espumantes,2021,Tunísia,-,-
Espumantes,2021,Ucrânia,-,-
Espumantes,2021,Uruguai,8.947,47.217
Espumantes,2021,Não consta na tabela,-,-
Espumantes,2021,Não declarados,-,-
Espumantes,2021,Outros,-,-
Espumantes,2021,Total,5.313.259,24.815.700
Espumantes,2022,Africa do Sul,9.882,64.582
Espumantes,2022,Alemanha,12.447,26.877
Espumantes,2022,Argentina,1.333.420,4.123.623
Espumantes,2022,Austrália,-,-
Espumantes,2022,Áustria,-,-
Espumantes,2022,Bermudas,5,67
Espumantes,2022,Bahamas,-,-
Espumantes,2022,Bélgica,-,-
Espumantes,2022,Brasil,-,-
Espumantes,2022,Bulgária,976,1.535
Espumantes,2022,Canada,54,1.017
Espumantes,2022,Chile,342.625,959.421
Espumantes,2022,Croácia,-,-
Espumantes,2022,Cuba,-,-
Espumantes,2022,Emirados Árabes Unidos,-,-
Espumantes,2022,Eslovênia,803,2.982
Espumantes,2022,Espanha,2.236.061,5.668.798
Espumantes,2022,Estados Unidos,181,2.053
Espumantes,2022,França,1.268.840,13.164.535
Espumantes,2022,Geórgia,915,2.325
Espumantes,2022,Granada,-,-
Espumantes,2022,Grécia,92,366
Espumantes,2022,Hong Kong,-,-
Espumantes,2022,Hungria,2.090,3.828
Espumantes,2022,Indonésia,-,-
Espumantes,2022,Irlanda,-,-
Espumantes,2022,Israel,-,-
Espumantes,2022,Itália,1.169.909,3.356.633
Espumantes,2022,Japão,-,-
Espumantes,2022,Luxemburgo,-,-
Espumantes,2022,México,-,-
Espumantes,2022,Moldávia,2.892,3.713
Espumantes,2022,Nova Zelândia,270,3.114
Espumantes,2022,Países Baixos,-,-
Espumantes,2022,Panamá,-,-
Espumantes,2022,Peru,-,-
Espumantes,2022,Portugal,103.443,391.952
Espumantes,2022,Reino Unido,-,-
Espumantes,2022,Romênia,1.914,5.007
Espumantes,2022,Suíça,-,-
Espumantes,2022,Tunísia,-,-
Espumantes,2022,Ucrânia,1.330,1.616
Espumantes,2022,Uruguai,1.206,5.579
Espumantes,2022,Não consta na tabela,-,-
Espumantes,2022,Não declarados,-,-
Espumantes,2022,Outros,-,-
Espumantes,2022,Total,6.489.355,27.789.623
Espumantes,2023,Africa do Sul,7.650,69.382
Espumantes,2023,Alemanha,322,5.111
Espumantes,2023,Argentina,839.006,2.765.843
Espumantes,2023,Austrália,3.150,10.474
Espumantes,2023,Áustria,882,8.833
Espumantes,2023,Bermudas,3,54
Espumantes,2023,Bahamas,-,-
Espumantes,2023,Bélgica,-,-
Espumantes,2023,Brasil,7,184
Espumantes,2023,Bulgária,-,-
Espumantes,2023,Canada,23,279
Espumantes,2023,Chile,592.991,1.952.709
Espumantes,2023,Croácia,-,-
Espumantes,2023,Cuba,-,-
Espumantes,2023,Emirados Árabes Unidos,-,-
Espumantes,2023,Eslovênia,-,-
Espumantes,2023,Espanha,3.438.264,9.801.916
Espumantes,2023,Estados Unidos,259,10.273
Espumantes,2023,França,1.401.753,20.166.147
Espumantes,2023,Geórgia,-,-
Espumantes,2023,Granada,2,40
Espumantes,2023,Grécia,300,1.757
Espumantes,2023,Hong Kong,-,-
Espumantes,2023,Hungria,-,-
Espumantes,2023,Indonésia,-,-
Espumantes,2023,Irlanda,-,-
Espumantes,2023,Israel,-,-
Espumantes,2023,Itália,952.639,3.533.749
Espumantes,2023,Japão,-,-
Espumantes,2023,Luxemburgo,-,-
Espumantes,2023,México,-,-
Espumantes,2023,Moldávia,955,1.165
Espumantes,2023,Nova Zelândia,-,-
Espumantes,2023,Países Baixos,-,-
Espumantes,2023,Panamá,-,-
Espumantes,2023,Peru,-,-
Espumantes,2023,Portugal,95.326,386.265
Espumantes,2023,Reino Unido,1.507,28.581
Espumantes,2023,Romênia,743,3.841
Espumantes,2023,Suíça,464,34.430
Espumantes,2023,Tunísia,-,-
Espumantes,2023,Ucrânia,-,-
Espumantes,2023,Uruguai,10.814,45.704
Espumantes,2023,Não consta na tabela,-,-
Espumantes,2023,Não declarados,-,-
Espumantes,2023,Outros,-,-
Espumantes,2023,Total,7.347.060,38.826.737
Espumantes,2024,Africa do Sul,2.018,19.706
Espumantes,2024,Alemanha,15.168,46.600
Espumantes,2024,Argentina,1.171.895,3.786.391
Espumantes,2024,Austrália,15.891,26.618
Espumantes,2024,Áustria,-,-
Espumantes,2024,Bermudas,0,13
Espumantes,2024,Bahamas,-,-
Espumantes,2024,Bélgica,-,-
